regioni,cod. reg.,province,cod. prov.,comuni,codice comune,cod istat,5 stelle numero,5 stelle letti,5 stelle camere,5 stelle bagni,4 stelle numero,4 stelle letti,4 stelle camere,4 stelle bagni,3 stelle numero,3 stelle letti,3 stelle camere,3 stelle bagni,2 stelle numero,2 stelle letti,2 stelle camere,2 stelle bagni,1 stelle numero,1 stelle letti,1 stelle camere,1 stelle bagni,residenze turistico alberghiere numero,residenze turistico alberghiere letti,residenze turistico alberghiere camere,residenze turistico alberghiere bagni,totale alberghi numero,totale alberghi letti,totale alberghi camere,totale alberghi bagni,campeggi e villaggi turistici numero,campeggi e villaggi turistici letti,alloggi in affitto numero,alloggi in affitto letti,agriturismi numero,agriturismi letti,ostelli per la gioventù numero,ostelli per la gioventù letti,case per ferie numero,case per ferie letti,rifugi alpini numero,rifugi alpini letti,altri esercizi ricettivi numero,altri esercizi ricettivi letti,bed & breakfast numero,bed & breakfast letti,totale esercizi extra-alberghieri numero,totale esercizi extra-alberghieri letti,totale esercizi ricettivi numero,totale esercizi ricettivi letti
PIEMONTE,010,ALESSANDRIA,006,Rivarone,145,006145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,ALESSANDRIA,006,Roccaforte Ligure,146,006146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,15,1,15
PIEMONTE,010,ALESSANDRIA,006,Rocca Grimalda,147,006147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,38,0,0,0,0,0,0,0,0,3,12,7,52,7,52
PIEMONTE,010,ALESSANDRIA,006,Rocchetta Ligure,148,006148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5
PIEMONTE,010,ALESSANDRIA,006,Rosignano Monferrato,149,006149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,2,16,0,0,0,0,0,0,0,0,5,24,9,71,9,71
PIEMONTE,010,ALESSANDRIA,006,Sala Monferrato,150,006150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2
PIEMONTE,010,ALESSANDRIA,006,Sale,151,006151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,11,11,0,0,0,0,1,23,11,11,0,0,3,23,1,8,0,0,0,0,0,0,0,0,1,6,5,37,6,60
PIEMONTE,010,ALESSANDRIA,006,San Cristoforo,152,006152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,12,3,16,3,16
PIEMONTE,010,ALESSANDRIA,006,San Giorgio Monferrato,153,006153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,ALESSANDRIA,006,San Salvatore Monferrato,154,006154,0,0,0,0,0,0,0,0,1,15,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,15,9,9,0,0,0,0,1,6,0,0,0,0,0,0,0,0,4,15,5,21,6,36
PIEMONTE,010,ALESSANDRIA,006,San Sebastiano Curone,155,006155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,15,1,15
PIEMONTE,010,ALESSANDRIA,006,Sant'Agata Fossili,156,006156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1,2,2,12,2,12
PIEMONTE,010,ALESSANDRIA,006,Sardigliano,157,006157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,ALESSANDRIA,006,Sarezzano,158,006158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,11,0,0,0,0,0,0,0,0,0,0,2,19,2,19
PIEMONTE,010,ALESSANDRIA,006,Serralunga di Crea,159,006159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,1,35,0,0,0,0,1,3,4,53,4,53
PIEMONTE,010,ALESSANDRIA,006,Serravalle Scrivia,160,006160,0,0,0,0,2,88,44,44,0,0,0,0,0,0,0,0,1,33,17,12,0,0,0,0,3,121,61,56,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2,12,3,20,6,141
PIEMONTE,010,ALESSANDRIA,006,Sezzadio,161,006161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,2,34,2,34
PIEMONTE,010,ALESSANDRIA,006,Silvano d'Orba,162,006162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,21,21,0,0,0,0,1,33,21,21,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,45
PIEMONTE,010,ALESSANDRIA,006,Solero,163,006163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,ALESSANDRIA,006,Solonghello,164,006164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,15,15,1,25,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
PIEMONTE,010,ALESSANDRIA,006,Spigno Monferrato,165,006165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,1,12,4,58,0,0,0,0,0,0,0,0,2,12,8,332,8,332
PIEMONTE,010,ALESSANDRIA,006,Spineto Scrivia,166,006166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,18,3,18
PIEMONTE,010,ALESSANDRIA,006,Stazzano,167,006167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,4,14,5,26,5,26
PIEMONTE,010,ALESSANDRIA,006,Strevi,168,006168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,5,28,6,40,6,40
PIEMONTE,010,ALESSANDRIA,006,Tagliolo Monferrato,169,006169,0,0,0,0,1,25,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,14,14,0,0,3,32,2,23,0,0,0,0,0,0,0,0,1,4,6,59,7,84
PIEMONTE,010,ALESSANDRIA,006,Tassarolo,170,006170,0,0,0,0,0,0,0,0,1,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,12,7,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,6,2,12,3,24
PIEMONTE,010,ALESSANDRIA,006,Terruggia,171,006171,0,0,0,0,1,193,88,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193,88,84,0,0,2,20,0,0,0,0,0,0,0,0,0,0,1,4,3,24,4,217
PIEMONTE,010,ALESSANDRIA,006,Terzo,172,006172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,2,9,3,22,3,22
PIEMONTE,010,ALESSANDRIA,006,Ticineto,173,006173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,ALESSANDRIA,006,Tortona,174,006174,0,0,0,0,1,24,12,12,6,348,186,186,0,0,0,0,1,18,9,5,0,0,0,0,8,390,207,203,0,0,2,21,1,6,1,14,0,0,0,0,0,0,4,23,8,64,16,454
PIEMONTE,010,ALESSANDRIA,006,Treville,175,006175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,1,6
PIEMONTE,010,ALESSANDRIA,006,Trisobbio,176,006176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,12,0,0,0,0,0,0,0,0,2,12,4,34,4,34
PIEMONTE,010,ALESSANDRIA,006,Valenza,177,006177,0,0,0,0,0,0,0,0,2,68,44,44,0,0,0,0,0,0,0,0,0,0,0,0,2,68,44,44,1,460,2,24,3,49,0,0,0,0,0,0,0,0,3,9,9,542,11,610
PIEMONTE,010,ALESSANDRIA,006,Valmacca,178,006178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,1,6
PIEMONTE,010,ALESSANDRIA,006,Vignale Monferrato,179,006179,0,0,0,0,0,0,0,0,1,24,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,24,11,11,0,0,1,5,11,147,0,0,2,49,0,0,0,0,7,39,21,240,22,264
PIEMONTE,010,ALESSANDRIA,006,Vignole Borbera,180,006180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,4
PIEMONTE,010,ALESSANDRIA,006,Viguzzolo,181,006181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,8,1,8
PIEMONTE,010,ALESSANDRIA,006,Villadeati,182,006182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,14,2,26,0,0,0,0,0,0,1,4,7,58,7,58
PIEMONTE,010,ALESSANDRIA,006,Villalvernia,183,006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,ALESSANDRIA,006,Villamiroglio,184,006184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,12,2,12
PIEMONTE,010,ALESSANDRIA,006,Villanova Monferrato,185,006185,0,0,0,0,0,0,0,0,1,72,37,37,0,0,0,0,0,0,0,0,0,0,0,0,1,72,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,2,77
PIEMONTE,010,ALESSANDRIA,006,Villaromagnano,186,006186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2
PIEMONTE,010,ALESSANDRIA,006,Visone,187,006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,1,6
PIEMONTE,010,ALESSANDRIA,006,Volpedo,188,006188,0,0,0,0,1,26,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26
PIEMONTE,010,ALESSANDRIA,006,Volpeglino,189,006189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,2,14,2,14
PIEMONTE,010,ALESSANDRIA,006,Voltaggio,190,006190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,14,1,25,1,160,0,0,0,0,2,8,6,214,6,214
PIEMONTE,010,ALESSANDRIA,006,TOTALE,999,,1,24,16,16,26,2218,1096,1090,52,2146,1175,1178,24,604,378,320,24,604,341,274,1,25,15,15,128,5621,3021,2893,7,999,105,1067,163,2039,11,303,12,616,3,51,0,0,265,1224,566,6299,694,11920
PIEMONTE,010,BIELLA,096,Ailoche,001,096001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,1,6
PIEMONTE,010,BIELLA,096,Andorno Micca,002,096002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,1,4,2,64,2,64
PIEMONTE,010,BIELLA,096,Benna,003,096003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,10,2,10
PIEMONTE,010,BIELLA,096,Biella,004,096004,0,0,0,0,4,335,188,188,2,84,47,47,1,38,19,19,0,0,0,0,1,62,35,35,8,519,289,289,0,0,6,129,0,0,1,36,2,424,3,56,0,0,14,62,26,707,34,1226
PIEMONTE,010,BIELLA,096,Bioglio,005,096005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,1,3,2,27,2,27
PIEMONTE,010,BIELLA,096,Borriana,006,096006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3
PIEMONTE,010,BIELLA,096,Brusnengo,007,096007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,2,13,2,13
PIEMONTE,010,BIELLA,096,Callabiana,008,096008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,12
PIEMONTE,010,BIELLA,096,Camandona,009,096009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,1,5,2,23,2,23
PIEMONTE,010,BIELLA,096,Camburzano,010,096010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,1,6
PIEMONTE,010,BIELLA,096,Candelo,012,096012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,11,52,12,72,12,72
PIEMONTE,010,BIELLA,096,Caprile,013,096013,0,0,0,0,0,0,0,0,0,0,0,0,1,20,9,9,0,0,0,0,0,0,0,0,1,20,9,9,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5,2,25
PIEMONTE,010,BIELLA,096,Casapinta,014,096014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Castelletto Cervo,015,096015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Cavaglia,016,096016,0,0,0,0,1,69,37,37,1,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,85,45,45,0,0,0,0,3,30,0,0,1,6,0,0,0,0,0,0,4,36,6,121
PIEMONTE,010,BIELLA,096,Cerreto Castello,017,096017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Cerrione,018,096018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,4,36,0,0,0,0,0,0,0,0,3,16,8,68,8,68
PIEMONTE,010,BIELLA,096,Coggiola,019,096019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,2,2,22,2,22
PIEMONTE,010,BIELLA,096,Cossato,020,096020,0,0,0,0,0,0,0,0,0,0,0,0,1,20,10,10,0,0,0,0,0,0,0,0,1,20,10,10,0,0,0,0,2,20,0,0,0,0,0,0,0,0,5,25,7,45,8,65
PIEMONTE,010,BIELLA,096,Crevacuore,021,096021,0,0,0,0,0,0,0,0,1,11,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,2,17
PIEMONTE,010,BIELLA,096,Curino,023,096023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,1,6
PIEMONTE,010,BIELLA,096,Donato,024,096024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,1,11,0,0,0,0,1,8,0,0,2,8,5,87,5,87
PIEMONTE,010,BIELLA,096,Dorzano,025,096025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,3,2,8,2,8
PIEMONTE,010,BIELLA,096,Gaglianico,026,096026,0,0,0,0,0,0,0,0,1,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,2,6,3,22
PIEMONTE,010,BIELLA,096,Gifflenga,027,096027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Graglia,028,096028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,0,0,0,0,1,139,2,35,0,0,1,4,6,241,6,241
PIEMONTE,010,BIELLA,096,Magnano,030,096030,0,0,0,0,0,0,0,0,1,25,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,25,16,16,0,0,2,22,1,4,0,0,0,0,0,0,0,0,3,13,6,39,7,64
PIEMONTE,010,BIELLA,096,Massazza,031,096031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,10,0,0,0,0,0,0,0,0,0,0,2,22,2,22
PIEMONTE,010,BIELLA,096,Masserano,032,096032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,4,22,4,22
PIEMONTE,010,BIELLA,096,Mezzana Mortigliengo,033,096033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6
PIEMONTE,010,BIELLA,096,Miagliano,034,096034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3
PIEMONTE,010,BIELLA,096,Mongrando,035,096035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,6,27,6,27
PIEMONTE,010,BIELLA,096,Mottalciata,037,096037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,8,2,8
PIEMONTE,010,BIELLA,096,Muzzano,038,096038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,1,190,1,20,0,0,0,0,4,246,4,246
PIEMONTE,010,BIELLA,096,Netro,039,096039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,8,2,0,0,0,0,1,13,8,2,0,0,1,4,1,12,0,0,0,0,0,0,0,0,4,11,6,27,7,40
PIEMONTE,010,BIELLA,096,Occhieppo Inferiore,040,096040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Occhieppo Superiore,041,096041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,9,2,9
PIEMONTE,010,BIELLA,096,Pettinengo,042,096042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,1,8,0,0,4,20,7,68,7,68
PIEMONTE,010,BIELLA,096,Piatto,043,096043,0,0,0,0,0,0,0,0,1,42,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,42,14,14,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,1,22,2,64
PIEMONTE,010,BIELLA,096,Piedicavallo,044,096044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,10,9,0,0,0,0,1,20,10,9,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,10,2,30
PIEMONTE,010,BIELLA,096,Pollone,046,096046,0,0,0,0,0,0,0,0,1,24,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,24,14,14,0,0,0,0,2,14,0,0,0,0,1,51,0,0,4,23,7,88,8,112
PIEMONTE,010,BIELLA,096,Ponderano,047,096047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Portula,048,096048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,2,24,2,24
PIEMONTE,010,BIELLA,096,Pralungo,049,096049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,10,2,10
PIEMONTE,010,BIELLA,096,Pray,050,096050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Quaregna,051,096051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,4
PIEMONTE,010,BIELLA,096,Ronco Biellese,053,096053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Roppolo,054,096054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,4,19,7,65,7,65
PIEMONTE,010,BIELLA,096,Rosazza,055,096055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,1,15,0,0,0,0,3,35,3,35
PIEMONTE,010,BIELLA,096,Sagliano Micca,056,096056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,20,0,0,1,4,3,31,3,31
PIEMONTE,010,BIELLA,096,Sala Biellese,057,096057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,0,0,0,0,0,0,0,0,1,24,0,0,1,2,3,276,3,276
PIEMONTE,010,BIELLA,096,Salussola,058,096058,0,0,0,0,0,0,0,0,0,0,0,0,1,40,21,21,0,0,0,0,0,0,0,0,1,40,21,21,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,2,8,3,48
PIEMONTE,010,BIELLA,096,Sandigliano,059,096059,0,0,0,0,1,109,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,60,60,0,0,1,32,0,0,0,0,0,0,0,0,0,0,4,23,5,55,6,164
PIEMONTE,010,BIELLA,096,Soprana,062,096062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Sordevolo,063,096063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0,2,33,0,0,0,0,3,16,8,97,8,97
PIEMONTE,010,BIELLA,096,Sostegno,064,096064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,8,2,8
PIEMONTE,010,BIELLA,096,Strona,065,096065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEMONTE,010,BIELLA,096,Tavigliano,066,096066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,8,8,0,0,0,0,1,17,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,19
