AREA;SOTTOAREA;STATO;QUARTIERE;ZONA;CENTRO_STORICO;SETTORE;BOTTEGA_STORICA;LATITUDINE;LONGITUDINE;DATA_INIZIO_ATTIVITA;DATA_CESSAZIONE_ATTIVITA;TIPOLOGIA_ESERCIZIO;ESERCIZIO_VIA;CIVICO;AREA STATISTICA;ATTIVITA_PREVALENTE_ESERCIZIO;ATTIVITA_SECONDARIA_ESERCIZIO;INSERITO_IN_CENTRO_COMMERCALE;geopoint
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;San Donato;;;;44.50910437;11.37543931;2023-04-06;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA CARLO GOLDONI;4/2 Int. 13;SAN DONNINO;;;;44.50910437, 11.37543931
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Galvani;(centro storico);;;44.48780766;11.35027742;2019-10-29;;Appartamento Ammobiliato Per Uso Turistico;VIA BRAINA;12;GALVANI-2;;;;44.48780766, 11.35027742
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49657029;11.34656203;2023-02-06;;Appartamento Ammobiliato Per Uso Turistico;PIAZZA SAN MARTINO;3 Int. 8;IRNERIO-1;;;;44.49657029, 11.34656203
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Murri;;;;44.47644531;11.36764776;2021-01-03;2020-12-17;Appartamento Ammobiliato Per Uso Turistico;VIA BENIAMINO GIGLI;4;CHIESANUOVA;;;;44.47644531, 11.36764776
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49893879;11.34723405;2023-06-01;;Appartamento Ammobiliato Per Uso Turistico;VIA CAPO DI LUCCA;15;IRNERIO-2;;;;44.49893879, 11.34723405
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Navile;Lame;;;;44.53603803;11.32802961;2022-02-03;;Camera E Colazione Room & Breakfast;VIA BENAZZA;9 Int. 2;LAGHETTI DEL ROSARIO;;;;44.53603803, 11.32802961
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49668201;11.33351485;2023-05-01;;Appartamento Ammobiliato Per Uso Turistico;VIA PARADISO;2 Int. 7;MALPIGHI-2;;;;44.49668201, 11.33351485
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49644055;11.33839633;2017-10-06;2018-09-06;Appartamento Ammobiliato Per Uso Turistico;VIA BELVEDERE;11;MARCONI-1;;;;44.49644055, 11.33839633
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49490704;11.34372333;2023-04-11;;Appartamento Ammobiliato Per Uso Turistico;VIA FOSSALTA;1;IRNERIO-1;;;;44.49490704, 11.34372333
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Borgo Panigale - Reno;Borgo Panigale;;;;44.5073619;11.28450373;2008-06-05;2013-01-03;Albergo;VIA ARETUSI;3;TRIUMVIRATO-PIETRA;;ALBERGHI E PENSIONI;;44.5073619, 11.28450373
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.4953167;11.34407117;2023-05-25;;Appartamento Ammobiliato Per Uso Turistico;VIA ALTABELLA;11 Int. 23;IRNERIO-1;;;;44.4953167, 11.34407117
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;San Donato;;;;44.5050836;11.355053;2018-03-08;2019-05-19;Appartamento Ammobiliato Per Uso Turistico;VIA ANTONIO GANDUSIO;33;VIA DEL LAVORO;;;;44.5050836, 11.355053
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49510887;11.35364426;2023-03-09;;Case E Appartamenti Per Vacanze;VIA DELL'UNIONE;15;IRNERIO-2;;;;44.49510887, 11.35364426
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Savena;Mazzini;;;;44.47656787;11.37837856;2022-06-28;;Case E Appartamenti Per Vacanze;VIA ANTONIO FONTANESI;14;PONTEVECCHIO;;;;44.47656787, 11.37837856
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Galvani;(centro storico);;;44.49390319;11.34444792;2021-04-22;;Appartamento Ammobiliato Per Uso Turistico;VICOLO RANOCCHI;2 Int. 2;GALVANI-1;;;;44.49390319, 11.34444792
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Bolognina;;;;44.51040118;11.34488433;2012-09-05;2013-03-11;Appartamenti Ammobiliati Ad Uso Turistico;VIA ANTONIO DI VINCENZO;33;PIAZZA DELL'UNITA';;;;44.51040118, 11.34488433
Attività ricettive;Strutture ricettive alberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48681608;11.34125329;2002-01-22;2019-12-10;Albergo;VICOLO DEL FALCONE;6;GALVANI-2;;ALBERGHI E PENSIONI;;44.48681608, 11.34125329
Attività ricettive;Altre tipologie ricettive;Attivo;Borgo Panigale - Reno;Borgo Panigale;;;;44.51615421;11.26921342;2019-09-01;;Appartamento Ammobiliato Per Uso Turistico;VIA ANTONIO CAVALIERI DUCATI;38;BORGO CENTRO;;;;44.51615421, 11.26921342
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49590229;11.3422032;2021-10-14;;Appartamento Ammobiliato Per Uso Turistico;VICOLO DEGLI ARIOSTI;3;MARCONI-1;;;;44.49590229, 11.3422032
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Borgo Panigale - Reno;Borgo Panigale;;;;44.51868591;11.27094017;2022-04-19;;Affittacamere;VIA ANTONIO CAVALIERI DUCATI;2 Int. 1;BORGO CENTRO;;;;44.51868591, 11.27094017
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49590229;11.3422032;2021-07-23;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VICOLO DEGLI ARIOSTI;3 Int. 24;MARCONI-1;;;;44.49590229, 11.3422032
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.48666976;11.36757523;2013-01-11;2018-11-30;Bed & Breakfast;VIA ANTONIO BONDI;3 Int. 14;MENGOLI;;;;44.48666976, 11.36757523
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.48998843;11.332385;2022-12-28;;Appartamento Ammobiliato Per Uso Turistico;VIA SARAGOZZA;70;MALPIGHI-2;;;;44.48998843, 11.332385
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Saffi;;;;44.50482437;11.33066222;2013-10-09;2016-08-22;Appartamenti Ammobiliati Ad Uso Turistico;VIA ANNIBALE RANUZZI;9 Int. 6;ZANARDI;;;;44.50482437, 11.33066222
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49002137;11.34032206;2022-07-20;;Case E Appartamenti Per Vacanze;VIA URBANA;6 Int. 1;MALPIGHI-2;;;;44.49002137, 11.34032206
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49465464;11.37531355;2019-07-05;2021-04-07;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA ANNA GRASSETTI;17;SCANDELLARA;;;;44.49465464, 11.37531355
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49135239;11.35547023;2022-05-04;;Appartamento Ammobiliato Per Uso Turistico;VIA TORLEONE;5/A;IRNERIO-2;;;;44.49135239, 11.35547023
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Navile;Bolognina;;;;44.51383555;11.34657184;2018-09-01;2020-08-11;Affittacamere;VIA ANGIOLO POLIZIANO;1/4 Int. 2;ARCOVEGGIO;;;;44.51383555, 11.34657184
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49240983;11.35593326;2019-03-01;2019-02-27;non definita;VIA TORLEONE;12 Int. 5;IRNERIO-2;;;;44.49240983, 11.35593326
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.5016784;11.34945409;2020-02-14;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA ANGELO FINELLI;1/16;IRNERIO-2;;;;44.5016784, 11.34945409
Attività ricettive;Altre tipologie ricettive;Attivo;Borgo Panigale - Reno;S. Viola;;;;44.50559598;11.29352815;2020-07-07;;Appartamento Ammobiliato Per Uso Turistico;VIA TELEMACO SIGNORINI;27/1;EMILIA PONENTE;;;;44.50559598, 11.29352815
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Costa Saragozza;;;;44.49563919;11.32028748;2019-07-19;;Appartamento Ammobiliato Per Uso Turistico;VIA ANDREA COSTA;97 Int. 1;XXI APRILE;;;;44.49563919, 11.32028748
Attività ricettive;Strutture ricettive alberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49416014;11.354385;1996-09-26;2017-08-31;Albergo;VIA S.VITALE;94;IRNERIO-2;;ALBERGHI E PENSIONI, APPARECCHI TELEVISIVI;;44.49416014, 11.354385
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.49296056;11.30700101;2019-03-01;2021-06-08;Appartamento Ammobiliato Per Uso Turistico;VIA ANDREA COSTA;194/2;STADIO-MELONCELLO;;;;44.49296056, 11.30700101
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49602329;11.33660747;2021-10-22;;Appartamento Ammobiliato Per Uso Turistico;VIA S.FELICE;3;MARCONI-2;;;;44.49602329, 11.33660747
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.49284528;11.30756511;2009-07-31;2013-09-26;Appartamenti Ammobiliati Ad Uso Turistico;VIA ANDREA COSTA;182;STADIO-MELONCELLO;;;;44.49284528, 11.30756511
Attività ricettive;Strutture ricettive extralberghiere;Cessato;San Donato - San Vitale;San Donato;;;;44.50555707;11.37318816;2018-08-20;2022-10-29;Case E Appartamenti Per Vacanze;VIA S.DONATO;105/4 Int. 4;MICHELINO;;;;44.50555707, 11.37318816
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.49481936;11.31756777;2015-09-29;2017-05-17;Appartamento Ammobiliato Per Uso Turistico;VIA ANDREA COSTA;122;XXI APRILE;;;;44.49481936, 11.31756777
Attività ricettive;Strutture ricettive extralberghiere;Attivo;San Donato - San Vitale;San Donato;;;;44.50713489;11.35532637;2017-05-22;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA STALINGRADO;15/10 Int. 2;VIA DEL LAVORO;;;;44.50713489, 11.35532637
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Navile;Bolognina;;;;44.51378166;11.34792622;2018-03-27;;Case E Appartamenti Per Vacanze;VIA AMBROGIO MAGENTA;1/2 Int. 4;VIA FERRARESE;;;;44.51378166, 11.34792622
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49398247;11.33264795;2022-04-01;;Appartamento Ammobiliato Per Uso Turistico;VIA SANT'ISAIA;27/2 Int. 10;MALPIGHI-2;;;;44.49398247, 11.33264795
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Bolognina;;;;44.51371548;11.34909011;2019-11-06;2020-01-15;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA AMBROGIO MAGENTA;14 Int. 3;VIA FERRARESE;;;;44.51371548, 11.34909011
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49800677;11.34430418;2022-05-19;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA SAN TOMMASO DEL MERCATO;4;IRNERIO-1;;;;44.49800677, 11.34430418
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Saffi;;;;44.5015832;11.30973817;2016-04-02;2019-10-16;Appartamento Ammobiliato Per Uso Turistico;VIA ALFREDO BERGAMI;10;VELODROMO;;;;44.5015832, 11.30973817
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.48979791;11.34029034;2023-01-15;;Case E Appartamenti Per Vacanze;VIA SAN PROCOLO;5 Int. 1;MALPIGHI-2;;;;44.48979791, 11.34029034
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49972679;11.34505541;2018-04-03;2022-08-30;Case E Appartamenti Per Vacanze;PIAZZA DELL'OTTO AGOSTO;30 Int. 8;IRNERIO-2;;;;44.49972679, 11.34505541
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49716245;11.33342653;2022-01-19;;Appartamento Ammobiliato Per Uso Turistico;VIA SAN FELICE;51;MARCONI-2;;;;44.49716245, 11.33342653
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48880266;11.34296629;2022-08-10;2023-02-17;Case E Appartamenti Per Vacanze;PIAZZA DEI TRIBUNALI;6 Int. 11;GALVANI-2;;;;44.48880266, 11.34296629
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49870763;11.32940219;2021-10-14;;Affittacamere;VIA SAN FELICE;135/2 Int. 1;MARCONI-2;;;;44.49870763, 11.32940219
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48880266;11.34296629;2019-09-09;2022-10-18;Appartamento Ammobiliato Per Uso Turistico;PIAZZA DEI TRIBUNALI;6;GALVANI-2;;;;44.48880266, 11.34296629
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49982549;11.34039062;2022-05-01;;Appartamento Ammobiliato Per Uso Turistico;VIA SAN CARLO;17 Int. 8/1;MARCONI-2;;;;44.49982549, 11.34039062
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49676879;11.349458;2019-03-25;2019-12-19;Appartamento Ammobiliato Per Uso Turistico;LARGO RESPIGHI;8;IRNERIO-1;;;;44.49676879, 11.349458
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49857379;11.33679625;2019-09-23;2021-09-12;Case E Appartamenti Per Vacanze;VIA RIVA DI RENO;47 Int. 3S1;MARCONI-2;;;;44.49857379, 11.33679625
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.5002372;11.33868046;2022-03-02;;Case E Appartamenti Per Vacanze;LARGO CADUTI DEL LAVORO;1 Int. 7;MARCONI-2;;;;44.5002372, 11.33868046
Attività ricettive;Altre tipologie ricettive;Attivo;;;;;;;;2021-10-18;;Appartamento Ammobiliato Per Uso Turistico;VIA PIETRO ALBERTONI;Int. 4;;;;;
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49039992;11.35060084;2023-03-24;2023-03-24;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA GUERRAZZI;23;GALVANI-1;;;;44.49039992, 11.35060084
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.50038177;11.34628824;2020-06-09;;Affittacamere;VIA PIERO MARONCELLI;2 Int. 5;IRNERIO-2;;;;44.50038177, 11.34628824
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Lame;;;;44.5205264;11.31798006;2024-12-19;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA DELLE BORRE;23;PESCAROLA;;;;44.5205264, 11.31798006
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Costa Saragozza;;;;44.49542926;11.31937105;2022-03-18;;Appartamento Ammobiliato Per Uso Turistico;VIA PIER ANTONIO RAPPINI;1/3;XXI APRILE;;;;44.49542926, 11.31937105
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49548937;11.34619415;2024-12-21;;Appartamento Ammobiliato Per Uso Turistico;VICOLO MANDRIA;3/2;IRNERIO-1;;;;44.49548937, 11.34619415
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Galvani;(centro storico);;;44.49373151;11.34420532;2022-04-20;;Appartamento Ammobiliato Per Uso Turistico;VIA PESCHERIE VECCHIE;6 Int. 18;GALVANI-1;;;;44.49373151, 11.34420532
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Saffi;;;;44.49907503;11.31753753;2024-12-10;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA DEL TIMAVO;34 Int. 6;VIA VITTORIO VENETO;;;;44.49907503, 11.31753753
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49368905;11.34401962;2014-08-13;2017-01-15;Case E Appartamenti Per Vacanze;VIA PESCHERIE VECCHIE;1 Sc. A Int. 8;GALVANI-1;;;;44.49368905, 11.34401962
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50475162;11.34136292;2023-03-21;2024-12-11;Affittacamere;VIA GIOVANNI AMENDOLA;13 Int. 9;MARCONI-2;;;;44.50475162, 11.34136292
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Costa Saragozza;;;;44.48981656;11.32150358;2022-01-19;;Case E Appartamenti Per Vacanze;VIA SARAGOZZA;151 Int. 1;SAN GIUSEPPE;;;;44.48981656, 11.32150358
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49591972;11.35063147;2024-12-04;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA GIUSEPPE PETRONI;38 Int. 2;IRNERIO-1;;;;44.49591972, 11.35063147
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49789779;11.34748912;2020-07-28;;Case E Appartamenti Per Vacanze;VIA MENTANA;10;IRNERIO-1;;;;44.49789779, 11.34748912
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49748878;11.34409675;2020-01-16;;Affittacamere;VIA MARSALA;5 Int. 7;IRNERIO-1;;;;44.49748878, 11.34409675
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Murri;;;;44.4883518;11.36224851;1991-06-07;2017-08-31;Casa Per Ferie;VIA MAZZINI;90;MEZZOFANTI;;CASA PER FERIE;;44.4883518, 11.36224851
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.48729893;11.37716311;2024-12-09;;Appartamento Ammobiliato Per Uso Turistico;VIA SAN PIER TOMMASO;3 Int. 3;GUELFA;;;;44.48729893, 11.37716311
Attività ricettive;Altre tipologie ricettive;Attivo;Borgo Panigale - Reno;Borgo Panigale;;;;44.52047729;11.27515319;2021-12-03;;Appartamento Ammobiliato Per Uso Turistico;VIA MAURIZIO BUFALINI;19 Int. A;BORGO CENTRO;;;;44.52047729, 11.27515319
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49252694;11.35499301;2019-03-06;2019-11-24;Case E Appartamenti Per Vacanze;VIA BROCCAINDOSSO;28 Int. 4;IRNERIO-2;;;;44.49252694, 11.35499301
Attività ricettive;Strutture ricettive alberghiere;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49297242;11.34201453;1988-10-12;;Albergo;VIA MASSIMO D'AZEGLIO;9;MALPIGHI-1;;SOMMINISTRAZIONI RISERVATE AI SOLI ALLOGGIATI DELLE VARIE STRUTTURE RICETTIVE, ALBERGHI E PENSIONI, APPARECCHI TELEVISIVI;;44.49297242, 11.34201453
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;;(centro storico);;;;;2024-10-15;;non definita;VIA MONALDO CALARI;9;;;;;
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Borgo Panigale - Reno;Borgo Panigale;;;;44.52132356;11.26948785;2021-10-27;;Affittacamere;VIA MARTIN LUTHER KING;35 Int. 12;DUCATI-VILLAGGIO INA;;;;44.52132356, 11.26948785
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50116913;11.33881772;2019-03-08;2021-05-31;Case E Appartamenti Per Vacanze;VIA DEL PORTO;26 Int. 2;MARCONI-2;;;;44.50116913, 11.33881772
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.51091153;11.34928147;2021-06-28;;Appartamento Ammobiliato Per Uso Turistico;VIA MARC'ANTONIO RAIMONDI;45;PIAZZA DELL'UNITA';;;;44.51091153, 11.34928147
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.4987631;11.33858309;2004-01-08;2005-03-03;Bed & Breakfast;VIA GUGLIELMO MARCONI;43 Int. 11;MARCONI-1;;BED AND BREAKFAST;;44.4987631, 11.33858309
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49838209;11.34397987;2022-07-26;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA MALCONTENTI;11 Int. 6;IRNERIO-1;;;;44.49838209, 11.34397987
Attività ricettive;Strutture ricettive extralberghiere;Attivo;;;;;;;;2023-11-28;;non definita;;;;;;;
Attività ricettive;Strutture ricettive extralberghiere;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49287514;11.36574186;2021-02-15;;Case E Appartamenti Per Vacanze;VIA LIBIA;2/3 Int. 6;MENGOLI;;;;44.49287514, 11.36574186
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.50760619;11.34646232;2019-08-28;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA GIACOMO MATTEOTTI;23 Int. 8;PIAZZA DELL'UNITA';;;;44.50760619, 11.34646232
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Saffi;;;;44.50486679;11.3322424;2023-03-15;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA LEONETTO CIPRIANI;4 Int. 8;ZANARDI;;;;44.50486679, 11.3322424
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;;;;;;;2009-04-29;2010-01-17;Appartamenti Ammobiliati Ad Uso Turistico;VIA DEL BORDONE;1/2;;;;;
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;;;;44.5039445;11.34919607;2023-03-23;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA IACOPO BAROZZI;2 Int. 21;IRNERIO-2;;;;44.5039445, 11.34919607
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48599559;11.34891137;2016-12-21;2020-03-03;Case E Appartamenti Per Vacanze;VICOLO VIAZZOLO;2/3 Int. 4;GALVANI-2;;;;44.48599559, 11.34891137
Attività ricettive;Strutture ricettive alberghiere;Attivo;Borgo Panigale - Reno;Borgo Panigale;;;;44.5271447;11.24735516;1989-02-15;;Albergo;VIA MARCO EMILIO LEPIDO;215;VIA DEL VIVAIO;;DIPENDENZA O DEPENDENCE;;44.5271447, 11.24735516
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.4915599;11.33697406;2003-09-17;2006-05-26;Bed & Breakfast;VICOLO STRADELLACCIO;3 Int. 4;MALPIGHI-2;;BED AND BREAKFAST;;44.4915599, 11.33697406
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49486607;11.38121577;2022-10-10;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA GIUSEPPE MASSARENTI;404/6 Int. 1;GUELFA;;;;44.49486607, 11.38121577
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49523811;11.34178293;2019-10-26;;Appartamento Ammobiliato Per Uso Turistico;VICOLO GHIRLANDA;2;MARCONI-1;;;;44.49523811, 11.34178293
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Borgo Panigale - Reno;S. Viola;;;;44.5070049;11.29341763;2022-01-03;;Case E Appartamenti Per Vacanze;VIA GIOVANNI FATTORI;29/2;EMILIA PONENTE;;;;44.5070049, 11.29341763
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Savena;S. Ruffillo;;;;44.45606576;11.36603806;1993-05-05;1994-12-30;Affittacamere;VICOLO DEL BOSCO;8;VIA TOSCANA;;AFFITTACAMERE;;44.45606576, 11.36603806
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49171768;11.35320804;2016-09-26;;Case E Appartamenti Per Vacanze;STRADA MAGGIORE;52/2 Int. 13;IRNERIO-2;;;;44.49171768, 11.35320804
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Savena;Mazzini;;;;44.48358765;11.37976934;1993-05-25;1995-09-29;non definita;VICOLO BIANCO;46;PONTEVECCHIO;;RADIO, SOMMINISTRAZIONI RISERVATE AI SOLI ALLOGGIATI DELLE VARIE STRUTTURE RICETTIVE, ALBERGHI E PENSIONI, APPARECCHI TELEVISIVI;;44.48358765, 11.37976934
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49381461;11.34714217;1996-06-28;2000-12-20;Affittacamere;STRADA MAGGIORE;5 Int. 2;GALVANI-1;;AFFITTACAMERE;;44.49381461, 11.34714217
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Savena;Mazzini;;;;44.46970763;11.39143315;1990-06-14;1996-11-14;Casa Per Ferie;VIALE ROMA;21;VIA ARNO;;CASA PER FERIE;;44.46970763, 11.39143315
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;;;;44.50494475;11.34575654;2016-04-05;;Appartamento Ammobiliato Per Uso Turistico;PIAZZA XX SETTEMBRE;5;IRNERIO-2;;;;44.50494475, 11.34575654
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49093285;11.39053355;1999-01-07;2008-01-02;non definita;VIALE ILIC ULJANOV LENIN;43;CROCE DEL BIACCO;;FILODIFFUSIONE, RADIO, ALBERGHI E PENSIONI, APPARECCHI TELEVISIVI;;44.49093285, 11.39053355
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.4934949;11.3496713;2020-03-30;2022-05-03;Appartamento Ammobiliato Per Uso Turistico;PIAZZA S.MICHELE;2 Int. 1/3;IRNERIO-1;;;;44.4934949, 11.3496713
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.49298446;11.33088932;1990-05-23;1996-02-02;Casa Per Ferie;VIALE CARLO PEPOLI;3/5;MALPIGHI-2;;CASA PER FERIE;;44.49298446, 11.33088932
